county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Tulare,23/08/2021,147,5,152,672,17,0,18
Yolo,08/08/2021,9,0,9,118,3,0,1
Marin,04/09/2020,12,3,15,323,4,0,8
Imperial,04/10/2020,24,0,24,259,10,0,6
Riverside,24/09/2021,408,41,449,3464,115,3,66
Santa Cruz,13/06/2021,3,0,3,372,1,0,5
Santa Barbara,10/06/2021,6,0,6,603,2,0,28
Butte,13/11/2020,19,1,20,453,1,1,10
Yolo,02/09/2020,8,0,8,96,2,0,7
Riverside,14/03/2021,195,21,216,3173,45,6,103
San Diego,16/03/2021,281,23,304,6458,83,9,273
Fresno,12/10/2020,89,12,101,1525,18,0,36
Calaveras,18/09/2021,4,0,4,33,2,0,2
Amador,05/04/2020,0,0,,,0,0,2
Merced,23/08/2021,46,0,46,271,14,0,3
Shasta,25/09/2020,6,0,6,561,2,0,11
Santa Clara,13/07/2021,53,10,63,2987,10,1,87
San Benito,15/09/2021,6,0,6,25,2,0,0
Fresno,23/04/2021,97,15,112,1508,21,1,9
Butte,10/07/2021,11,0,11,451,0,0,12
San Benito,29/07/2020,3,1,4,25,1,1,2
Kings,27/03/2021,13,0,13,122,0,0,3
Santa Clara,29/04/2021,76,12,88,2985,20,2,86
Glenn,05/06/2021,0,0,0,47,0,0,0
Mendocino,15/09/2021,32,1,33,96,8,0,0
Imperial,19/11/2020,61,5,66,265,20,0,0
Sutter,31/12/2020,0,0,0,14,0,0,0
Humboldt,04/06/2020,0,2,2,352,0,2,2
Madera,24/03/2021,11,2,13,278,3,0,13
Stanislaus,19/08/2021,248,13,261,1302,51,0,11
Monterey,09/08/2020,45,4,49,710,18,0,16
Nevada,16/02/2021,5,0,5,116,0,0,7
Modoc,05/05/2020,0,0,0,41,0,0,
Kings,21/05/2021,4,0,4,94,0,0,4
Fresno,20/09/2020,92,13,105,1528,30,2,29
Napa,23/07/2020,13,3,16,277,4,0,1
San Mateo,22/04/2020,50,17,67,395,15,2,32
Fresno,24/02/2021,227,15,242,1530,52,1,23
San Luis Obispo,19/07/2020,11,6,17,463,5,1,38
Shasta,26/03/2021,2,1,3,567,0,0,16
San Francisco,08/05/2020,71,32,103,2619,28,7,92
Plumas,01/11/2020,0,0,0,35,0,0,0
Riverside,16/06/2020,257,84,341,4071,65,18,136
Santa Cruz,04/03/2021,11,1,12,372,2,0,8
Fresno,24/04/2020,41,37,78,748,19,1,47
Trinity,05/09/2021,0,0,0,25,0,0,0
Riverside,20/05/2020,183,107,290,4010,67,28,144
Butte,02/10/2020,7,0,7,451,3,0,9
Riverside,12/04/2020,245,142,,,69,26,146
San Luis Obispo,25/07/2020,16,2,18,457,5,0,18
Monterey,30/08/2020,35,0,35,729,15,0,25
Del Norte,05/12/2020,0,0,0,51,0,0,4
Glenn,13/06/2020,1,0,1,47,0,0,
Ventura,10/03/2021,87,12,99,1138,22,2,48
Monterey,11/11/2020,44,0,44,717,9,0,20
Lake,25/06/2020,0,2,2,110,0,2,1
Contra Costa,21/07/2020,101,40,141,1579,39,6,132
San Luis Obispo,16/04/2021,5,0,5,460,0,0,24
Inyo,31/03/2020,,83,,,0,0,6
Santa Barbara,13/04/2021,19,2,21,603,2,0,26
Del Norte,18/07/2021,1,0,1,53,1,0,0
Mono,07/12/2020,0,0,0,17,0,0,2
Tehama,26/01/2021,10,0,10,59,1,0,1
Lake,28/08/2021,17,0,17,64,6,0,0
Sacramento,10/08/2020,265,48,313,2466,81,8,93
Santa Barbara,06/01/2021,178,4,182,598,59,0,18
San Diego,30/12/2020,1499,50,1549,6741,393,6,160
Humboldt,26/08/2020,1,1,2,269,1,0,5
Inyo,17/07/2021,0,0,0,29,0,0,2
Modoc,15/01/2021,0,0,0,11,0,0,0
Siskiyou,10/08/2021,7,0,7,55,1,0,3
Glenn,27/02/2021,0,0,0,47,0,0,0
Los Angeles,15/03/2021,857,137,994,19133,236,28,622
San Mateo,09/05/2020,32,26,58,1096,12,4,40
Mendocino,07/04/2021,4,0,4,86,1,0,3
Yolo,11/08/2021,16,0,16,125,8,0,0
Los Angeles,02/02/2021,4990,314,5304,19301,1354,43,319
Santa Clara,30/06/2020,81,12,93,3438,33,1,177
Fresno,06/02/2021,378,25,403,1499,94,2,6
Kern,16/06/2020,96,14,110,1742,39,2,80
Glenn,22/04/2021,0,0,0,47,0,0,0
Ventura,12/10/2020,32,9,41,1234,18,2,60
Riverside,22/04/2020,229,127,333,3668,84,25,176
Sacramento,02/06/2020,17,25,42,2405,9,10,78
San Joaquin,04/03/2021,89,16,105,884,30,2,12
Solano,09/06/2021,14,9,23,554,5,0,18
Solano,19/05/2021,24,11,35,570,2,2,17
Trinity,27/07/2020,0,0,0,25,0,0,0
San Benito,10/09/2020,0,0,0,25,0,0,2
San Benito,29/06/2020,0,0,0,25,0,0,1
Madera,13/04/2020,0,4,,,0,1,8
Riverside,01/09/2021,675,32,707,3475,148,3,49
Marin,08/07/2020,33,10,43,392,8,1,15
Stanislaus,18/09/2020,95,25,120,1316,30,1,29
Mono,11/04/2021,0,0,0,17,0,0,2
Ventura,14/12/2020,210,10,220,1208,58,4,32
Plumas,09/04/2020,0,1,,,0,0,
Kern,05/06/2021,34,8,42,1145,6,1,52
Trinity,14/09/2020,0,0,0,25,0,0,0
Ventura,11/07/2021,24,5,29,1081,5,2,40
Imperial,12/09/2021,25,0,25,236,8,0,4
Sonoma,22/12/2020,77,1,78,583,18,0,19
Modoc,23/09/2021,1,0,1,12,0,0,0
Humboldt,09/08/2021,21,0,21,264,5,0,9
San Bernardino,28/09/2020,165,58,223,3831,48,8,173
Monterey,23/09/2020,27,0,27,702,11,0,31
Nevada,28/11/2020,15,0,15,114,4,0,2
Solano,14/04/2021,31,8,39,565,8,0,6
Santa Clara,08/01/2021,708,17,725,3151,173,2,37
Solano,20/07/2021,37,9,46,587,7,1,17
Fresno,28/04/2021,97,13,110,1502,21,3,17
Plumas,19/12/2020,5,0,5,35,0,0,0
San Joaquin,18/05/2020,9,23,32,1366,1,8,31
Lake,27/04/2020,0,1,1,58,0,1,5
Amador,27/05/2020,0,0,0,51,0,0,3
San Francisco,27/11/2020,72,4,76,1775,25,1,59
San Bernardino,29/09/2020,170,55,225,3845,45,9,160
Santa Clara,22/03/2021,113,17,130,2990,33,5,70
Del Norte,24/09/2020,0,0,0,52,0,0,2
Orange,17/03/2021,213,30,243,5811,49,5,251
Santa Cruz,03/08/2021,14,0,14,372,3,0,5
Lake,17/05/2020,0,0,0,110,0,0,1
Santa Clara,06/06/2021,40,14,54,2989,11,2,72
Shasta,05/09/2021,97,0,97,568,23,0,12
Del Norte,21/06/2021,0,0,0,54,0,0,2
Shasta,27/08/2020,4,0,4,561,1,0,11
Stanislaus,06/09/2020,134,31,165,1296,37,5,18
Fresno,19/07/2020,269,38,307,781,50,4,52
Orange,06/03/2021,296,15,311,5860,89,1,254
Modoc,05/09/2020,0,0,0,41,0,0,0
Stanislaus,03/10/2021,196,14,210,1375,44,4,25
Trinity,24/05/2021,0,0,0,25,0,0,0
Contra Costa,26/04/2020,27,42,69,1464,9,9,150
Del Norte,01/07/2021,1,0,1,54,1,0,1
Mariposa,04/10/2020,0,0,0,19,0,0,0
Sacramento,30/03/2021,95,10,105,2586,22,3,94
Shasta,21/09/2021,83,0,83,568,17,0,12
Santa Barbara,10/04/2021,21,1,22,603,4,0,32
Santa Barbara,29/01/2021,182,10,192,603,41,1,18
Sacramento,08/04/2020,76,81,,,28,12,73
Placer,31/08/2020,39,22,61,733,12,5,29
Siskiyou,19/11/2020,4,0,4,56,2,0,9
Yolo,01/02/2021,14,0,14,126,7,0,2
Glenn,02/09/2020,0,0,0,47,0,0,0
Tuolumne,25/06/2020,1,0,1,151,0,0,1
Inyo,25/01/2021,6,0,6,29,0,0,2
Shasta,18/10/2020,7,1,8,561,1,0,7
Tuolumne,23/06/2021,2,0,2,72,1,0,0
San Diego,10/02/2021,916,41,957,6482,301,10,165
El Dorado,17/02/2021,5,1,6,190,3,0,9
Imperial,16/01/2021,138,0,138,264,57,0,0
Mariposa,07/09/2020,0,0,0,19,0,0,0
Ventura,10/08/2021,120,17,137,1174,29,2,45
Lake,13/10/2020,2,1,3,65,1,0,3
Trinity,23/11/2020,0,0,0,25,0,0,0
Napa,21/01/2021,26,1,27,213,6,1,1
Placer,02/07/2021,32,20,52,793,4,2,17
Plumas,01/06/2020,0,0,0,45,0,0,
Tulare,25/04/2021,23,7,30,648,4,0,29
Placer,24/12/2020,192,19,211,755,28,1,24
Sacramento,14/06/2020,30,21,51,2441,12,5,90
Amador,22/02/2021,5,1,6,52,1,1,2
Yuba,17/09/2020,23,1,24,265,6,1,10
Sonoma,18/06/2021,8,2,10,697,2,0,22
Shasta,04/06/2020,2,0,2,667,0,0,5
El Dorado,11/05/2021,2,0,2,190,0,0,3
Santa Barbara,01/07/2021,9,0,9,603,3,0,39
Glenn,13/04/2021,0,0,0,47,0,0,0
Siskiyou,29/03/2021,1,0,1,56,0,0,4
Ventura,20/11/2020,65,7,72,1237,29,3,13
Calaveras,07/05/2021,1,0,1,33,0,0,5
Orange,16/02/2021,719,24,743,5833,235,5,141
Mono,17/08/2020,0,0,0,17,0,0,2
San Mateo,13/04/2020,57,19,,,18,4,26
Mariposa,15/04/2021,0,0,0,14,0,0,0
Fresno,09/06/2020,68,36,104,2132,15,1,92
Solano,27/02/2021,39,14,53,590,12,0,11
San Luis Obispo,25/01/2021,46,1,47,460,13,0,12
Madera,29/01/2021,59,9,68,267,17,0,0
Tehama,24/06/2021,1,0,1,59,1,0,0
Calaveras,20/06/2021,0,0,0,33,0,0,6
Stanislaus,28/01/2021,281,10,291,1303,61,0,18
Stanislaus,15/07/2021,48,8,56,1301,10,1,34
Sutter,24/08/2020,0,0,0,0,0,0,0
Stanislaus,30/06/2021,57,5,62,1305,10,1,38
Ventura,09/07/2020,81,22,103,1549,30,6,48
Tehama,16/04/2021,2,0,2,59,1,0,5
Los Angeles,17/08/2020,1378,518,1896,19489,435,69,854
Sutter,25/03/2021,0,0,0,14,0,0,0
Ventura,06/10/2020,34,9,43,1233,16,4,60
Santa Cruz,09/04/2020,4,14,,,2,5,7
Mariposa,24/06/2020,0,0,0,30,0,0,
Napa,08/05/2020,1,0,1,387,1,0,2
Alameda,25/08/2020,179,50,229,2398,65,7,89
Placer,19/01/2021,149,13,162,757,26,2,8
Sacramento,30/09/2021,260,19,279,2654,67,1,166
Del Norte,10/12/2020,2,0,2,51,1,0,1
San Bernardino,06/10/2020,200,39,239,3848,52,5,157
Madera,31/05/2020,2,2,4,528,1,0,23
Sonoma,25/05/2021,7,5,12,666,2,1,24
Butte,20/04/2021,10,0,10,451,1,0,12
Contra Costa,17/07/2020,89,27,116,1579,31,1,132
Kern,29/12/2020,383,7,390,1171,79,1,14
El Dorado,18/07/2020,3,0,3,235,2,0,7
Merced,27/05/2020,6,2,8,242,4,0,3
Mariposa,24/04/2020,0,0,0,30,0,0,
Napa,05/06/2020,1,2,3,397,1,0,0
Merced,31/08/2021,36,0,36,272,16,0,2
Tuolumne,17/07/2020,4,1,5,151,0,0,1
Siskiyou,01/05/2020,0,2,2,65,0,0,4
Modoc,27/09/2021,0,0,0,12,0,0,0
Napa,11/03/2021,5,0,5,210,2,0,5
Santa Clara,26/08/2020,142,19,161,2987,46,3,105
Los Angeles,27/02/2021,1578,183,1761,19266,495,29,465
Mono,04/02/2021,0,0,0,17,0,0,2
Plumas,10/04/2020,0,0,,,0,0,
Los Angeles,21/11/2020,1482,346,1828,20246,391,48,647
Alameda,20/12/2020,373,41,414,2531,97,8,90
Inyo,12/11/2020,0,0,0,29,0,0,3
Yolo,18/10/2020,6,0,6,96,4,0,4
Los Angeles,29/03/2021,638,99,737,19041,158,15,668
Plumas,09/07/2021,0,0,0,35,0,0,0
Mendocino,13/04/2021,1,0,1,86,1,0,4
Nevada,01/04/2021,2,0,2,112,0,0,1
Glenn,05/05/2020,0,0,0,,0,0,
Merced,08/09/2021,53,0,53,271,11,0,4
Napa,27/07/2020,11,2,13,359,4,0,13
Santa Cruz,28/09/2020,25,0,25,376,5,0,16
Kings,18/07/2020,78,2,80,199,7,1,3
El Dorado,25/11/2020,9,2,11,190,5,0,4
Sutter,04/04/2020,0,0,,,,,
Stanislaus,04/05/2021,112,18,130,1299,25,3,24
Riverside,24/06/2021,41,20,61,3200,12,1,95
Modoc,22/08/2021,1,0,1,12,0,0,0
Modoc,20/02/2021,0,0,0,12,0,0,0
Napa,17/06/2021,3,2,5,213,3,0,7
Kings,12/05/2021,4,0,4,98,0,0,4
Trinity,01/10/2020,0,0,0,25,0,0,0
Inyo,07/09/2020,0,0,0,29,0,0,4
Ventura,22/12/2020,312,7,319,1226,72,3,26
Los Angeles,05/01/2021,8098,324,8422,20495,1628,40,313
Mariposa,29/08/2021,0,0,0,12,0,0,0
Kings,13/08/2021,57,0,57,114,3,0,1
Marin,07/10/2020,6,4,10,318,0,0,14
Plumas,27/04/2021,0,0,0,35,0,0,0
El Dorado,20/10/2020,0,0,0,189,0,0,6
Tulare,24/02/2021,74,6,80,667,10,1,20
Kings,30/04/2021,6,0,6,109,0,0,3
Fresno,12/06/2020,69,33,102,2140,19,1,87
Amador,12/01/2021,8,0,8,52,4,0,0
Tuolumne,28/03/2021,1,0,1,84,0,0,1
Tuolumne,28/04/2020,0,0,0,151,0,0,1
Tuolumne,20/09/2021,18,0,18,72,2,0,2
Calaveras,08/11/2020,0,0,0,33,0,0,4
San Joaquin,01/09/2020,102,13,115,1004,31,3,42
Fresno,11/02/2021,325,21,346,1566,87,1,10
Imperial,09/04/2020,14,10,,,7,3,1
Tehama,11/09/2020,2,0,2,59,1,0,2
Plumas,28/06/2020,0,0,0,45,0,0,
San Bernardino,01/04/2021,125,28,153,3583,29,0,157
El Dorado,29/09/2020,1,0,1,189,1,0,8
San Francisco,02/04/2021,22,9,31,2139,4,3,77
Stanislaus,27/04/2020,30,36,66,1573,8,8,90
Sacramento,27/10/2020,76,20,96,2340,12,8,77
Tuolumne,03/01/2021,11,0,11,84,1,0,2
Contra Costa,02/02/2021,181,21,202,1303,45,2,39
Madera,01/10/2021,24,4,28,278,7,1,4
Tuolumne,17/11/2020,7,0,7,84,2,0,1
San Luis Obispo,08/09/2020,10,5,15,451,4,0,22
Merced,06/08/2020,55,3,58,254,15,1,3
Merced,28/01/2021,52,0,52,271,21,0,0
Butte,24/07/2021,10,0,10,451,2,0,13
Kings,12/01/2021,96,1,97,137,14,0,0
Nevada,18/01/2021,8,0,8,132,3,0,4
Sutter,19/04/2021,0,0,0,14,0,0,0
Modoc,18/04/2020,0,1,,,0,0,
Santa Clara,04/09/2021,209,19,228,3037,62,2,40
Nevada,01/07/2020,4,2,6,122,2,0,4
Yolo,05/07/2020,7,1,8,186,1,1,0
Calaveras,20/01/2021,4,0,4,33,2,0,5
San Mateo,01/04/2021,28,11,39,716,7,2,23
El Dorado,29/03/2021,2,0,2,190,2,0,5
Lassen,30/11/2020,5,0,5,25,0,0,0
Kings,04/05/2021,4,0,4,94,0,0,4
Madera,14/04/2020,0,4,,,0,2,7
Imperial,14/02/2021,29,1,30,234,17,0,0
San Mateo,13/06/2021,5,9,14,694,0,0,22
San Bernardino,19/05/2020,134,76,210,4821,55,20,206
Kings,28/10/2020,13,0,13,193,2,0,15
Madera,13/09/2020,19,6,25,274,5,1,5
Napa,31/08/2021,24,0,24,216,5,0,2
Santa Clara,13/09/2020,111,18,129,2956,41,2,97
Trinity,08/06/2020,0,3,3,54,0,0,
Fresno,31/05/2020,68,52,120,2138,18,10,83
Amador,10/04/2021,1,0,1,52,0,0,2
Nevada,17/07/2020,1,1,2,84,1,1,3
Tulare,24/08/2021,158,7,165,674,18,0,15
Mono,05/08/2020,1,0,1,17,0,0,1
Ventura,31/03/2021,46,14,60,1147,8,2,45
Nevada,21/08/2021,26,0,26,126,1,0,1
San Mateo,12/03/2021,35,6,41,727,14,2,25
Glenn,02/04/2021,6,0,6,47,0,0,0
Monterey,28/05/2020,11,0,11,811,3,0,101
Mendocino,22/05/2020,1,0,1,180,1,0,6
Modoc,20/09/2021,0,0,0,12,0,0,0
San Bernardino,22/04/2021,89,19,108,3564,15,1,145
Trinity,14/09/2021,0,0,0,25,0,0,0
San Diego,05/03/2021,359,23,382,6467,120,4,246
Butte,08/02/2021,23,0,23,451,9,0,8
Sutter,10/01/2021,0,0,0,14,0,0,0
Tehama,15/06/2020,0,0,0,106,0,0,7
Lake,02/07/2020,3,1,4,110,1,0,1
San Bernardino,22/05/2020,125,101,226,4821,44,11,218
Fresno,03/04/2021,113,11,124,1462,33,1,19
Ventura,26/05/2021,17,8,25,1149,3,1,43
Santa Clara,03/07/2020,84,16,100,3438,36,2,171
Ventura,23/04/2021,21,10,31,1154,2,0,39
Mariposa,03/04/2021,0,0,0,14,0,0,0
San Francisco,05/06/2021,11,0,11,2168,5,0,93
San Francisco,08/04/2021,26,9,35,2162,5,4,85
Lake,30/11/2020,2,0,2,78,0,0,3
Santa Barbara,25/08/2021,75,0,75,614,24,0,22
Tehama,25/05/2021,1,0,1,59,0,0,4
San Mateo,26/09/2020,29,12,41,700,10,2,32
Mono,31/01/2021,0,0,0,17,0,0,1
Merced,25/08/2020,25,0,25,253,9,0,7
Napa,01/03/2021,5,0,5,209,0,0,6
Butte,28/12/2020,77,0,77,451,12,0,3
Napa,19/12/2020,19,0,19,252,6,0,5
Mono,18/09/2021,0,0,0,17,0,0,2
Calaveras,27/06/2020,1,0,1,50,1,0,9
Riverside,26/08/2021,660,35,695,3475,137,4,52
San Francisco,03/09/2021,95,2,97,2165,30,0,65
Los Angeles,24/12/2020,6770,286,7056,20203,1335,27,364
Santa Clara,29/03/2020,141,72,,,65,15,70
Modoc,15/06/2021,0,0,0,12,0,0,0
Trinity,25/05/2020,0,0,0,54,0,0,
Fresno,10/08/2020,273,37,310,1555,58,1,10
Plumas,05/04/2020,0,0,,,0,0,
San Mateo,09/04/2021,18,8,26,694,4,1,25
Napa,08/08/2021,18,0,18,198,5,0,7
Amador,26/07/2020,2,0,2,51,0,0,2
Los Angeles,06/04/2020,1166,1070,,,486,175,587
Sutter,28/05/2021,0,0,0,14,0,0,0
Fresno,14/11/2020,146,21,167,1673,33,1,17
Santa Cruz,06/05/2021,1,0,1,372,0,0,7
Siskiyou,14/01/2021,5,0,5,56,0,0,3
Sonoma,10/08/2021,77,2,79,661,16,0,21
Napa,13/05/2020,1,0,1,487,0,0,10
Butte,16/07/2021,7,1,8,451,1,0,13
Lake,01/04/2021,2,0,2,63,1,0,0
Orange,21/03/2021,195,21,216,5698,50,4,261
Butte,10/10/2020,6,0,6,451,3,0,9
Sonoma,03/08/2021,61,2,63,692,21,0,17
Sutter,28/08/2021,0,0,0,14,0,0,0
Tuolumne,20/02/2021,2,0,2,84,0,0,2
Contra Costa,31/12/2020,254,15,269,1566,65,2,60
Kern,18/08/2020,158,11,169,1298,68,0,42
Butte,22/02/2021,13,0,13,451,4,0,11
San Benito,11/07/2020,3,0,3,25,0,0,2
Marin,30/11/2020,11,4,15,343,4,1,16
San Diego,22/04/2020,241,77,318,5467,104,21,365
Lassen,11/08/2021,3,0,3,25,0,0,0
Monterey,26/02/2021,40,1,41,720,9,0,12
Ventura,19/04/2021,28,2,30,1141,4,1,52
Placer,04/09/2020,41,16,57,743,11,1,27
Mariposa,17/12/2020,0,0,0,19,0,0,0
Monterey,23/01/2021,170,0,170,717,24,0,19
Trinity,04/04/2021,0,0,0,25,0,0,0
Riverside,07/08/2020,382,105,487,3419,118,14,99
Santa Cruz,27/04/2021,4,0,4,372,0,0,14
Monterey,15/04/2020,20,11,,,4,1,22
Riverside,13/11/2020,314,50,364,3461,73,4,56
San Joaquin,07/07/2021,40,5,45,904,9,0,13
Placer,01/04/2021,36,11,47,774,8,2,15
Glenn,13/08/2021,1,0,1,47,0,0,0
Tulare,08/04/2021,18,11,29,668,3,1,23
Alameda,15/06/2021,41,32,73,2493,7,6,104
Santa Clara,18/07/2020,149,45,194,3432,43,5,163
Mono,10/03/2021,0,0,0,17,0,0,1
Fresno,11/07/2021,41,12,53,1539,4,2,21
Kern,12/09/2021,322,1,323,1244,67,0,26
Merced,13/02/2021,40,0,40,271,15,0,2
Glenn,20/08/2020,0,2,2,47,0,0,0
San Diego,11/01/2021,1725,61,1786,6558,436,5,150
Santa Cruz,06/12/2020,49,0,49,382,7,0,6
Lassen,25/04/2020,0,0,0,25,0,0,
Modoc,04/08/2021,1,0,1,12,0,0,0
Sutter,06/01/2021,0,0,0,14,0,0,0
Madera,12/06/2021,5,4,9,278,0,0,5
Santa Barbara,17/04/2021,11,1,12,603,2,0,30
Madera,16/09/2020,18,11,29,274,2,0,9
Santa Cruz,10/06/2021,4,0,4,372,1,0,7
Monterey,20/05/2021,7,0,7,716,1,0,24
Monterey,20/06/2020,19,0,19,824,5,0,81
Nevada,30/07/2020,1,1,2,125,1,0,5
Santa Clara,31/03/2021,104,16,120,3008,27,1,59
Amador,04/07/2021,2,0,2,53,1,0,3
Kern,09/05/2021,28,3,31,1122,9,0,41
Tulare,15/12/2020,173,7,180,636,19,2,12
San Diego,12/02/2021,850,40,890,6461,281,11,178
Tehama,08/08/2021,3,0,3,59,2,0,4
Mendocino,18/06/2020,0,0,0,180,0,0,4
Stanislaus,28/10/2020,58,17,75,1336,16,0,19
San Bernardino,30/08/2021,562,26,588,3582,166,4,98
Santa Clara,24/10/2020,84,29,113,2990,17,2,72
Yolo,28/08/2021,19,0,19,121,10,0,0
Madera,21/08/2020,30,12,42,274,9,0,5
Tehama,18/01/2021,14,0,14,59,3,0,3
Tehama,01/10/2020,7,0,7,59,1,0,2
Amador,22/04/2020,0,1,1,,0,0,3
Yuba,27/02/2021,22,0,22,261,6,0,2
Santa Clara,09/06/2020,41,18,59,3375,18,3,213
Lake,18/07/2020,1,2,3,110,0,2,2
Sonoma,20/05/2021,11,3,14,675,3,0,16
San Joaquin,15/11/2020,76,7,83,1005,19,1,28
Orange,12/06/2021,55,5,60,5827,17,1,241
San Bernardino,01/12/2020,883,82,965,4105,192,10,54
Humboldt,23/06/2020,1,1,2,352,1,0,1
Napa,05/09/2020,3,2,5,351,3,2,18
Orange,20/11/2020,365,47,412,5955,88,8,190
Solano,10/01/2021,179,11,190,610,48,1,9
Inyo,06/12/2020,3,0,3,29,0,0,4
Madera,28/11/2020,25,7,32,329,6,0,13
Ventura,14/09/2021,113,6,119,1176,33,0,23
Trinity,07/03/2021,0,0,0,25,0,0,0
San Benito,24/04/2021,1,0,1,25,1,0,0
Yuba,24/05/2020,1,0,1,445,0,0,13
Lake,12/06/2021,0,0,0,64,0,0,0
Santa Cruz,08/05/2020,4,0,4,397,0,0,14
Tehama,23/10/2020,6,0,6,59,2,0,2
Sutter,29/10/2020,0,0,0,14,0,0,0
San Francisco,27/05/2020,40,42,82,2619,18,9,98
Contra Costa,13/05/2021,35,5,40,1344,9,0,54
Los Angeles,19/03/2021,792,140,932,19208,216,22,584
Contra Costa,01/07/2021,27,6,33,1303,10,0,52
El Dorado,28/09/2021,8,0,8,190,2,0,2
San Benito,08/04/2021,2,0,2,25,0,0,1
Inyo,15/07/2021,0,0,0,29,0,0,1
San Diego,12/10/2020,178,52,230,6778,57,14,321
San Francisco,22/06/2021,15,7,22,2135,4,0,115
Plumas,27/08/2020,0,0,0,35,0,0,0
Ventura,21/11/2020,62,6,68,1230,22,7,22
Kings,25/11/2020,44,1,45,193,7,0,11
San Bernardino,07/12/2020,996,104,1100,4021,216,9,63
Tulare,20/05/2020,42,3,45,920,9,3,21
San Francisco,15/05/2020,56,33,89,2619,19,4,85
Yuba,03/04/2021,9,0,9,261,1,0,4
Lake,29/03/2020,0,1,,,0,1,2
Yolo,05/05/2020,0,0,0,186,0,0,12
Yuba,11/07/2021,14,1,15,261,2,0,10
Stanislaus,05/08/2020,223,57,280,1219,55,5,9
Mariposa,27/12/2020,1,0,1,19,0,0,0
San Diego,12/08/2020,244,76,320,6163,98,18,298
Sonoma,01/02/2021,81,3,84,647,21,0,14
Los Angeles,08/02/2021,3973,267,4240,19173,1159,45,307
Amador,26/05/2021,3,0,3,53,1,0,2
Nevada,25/09/2020,2,1,3,130,0,1,5
Humboldt,13/07/2020,0,1,1,352,0,0,6
San Mateo,30/11/2020,65,9,74,718,13,2,36
Trinity,30/05/2020,0,0,0,54,0,0,
San Luis Obispo,24/10/2020,7,4,11,460,1,0,26
Kings,28/08/2020,32,0,32,193,4,0,8
Kern,26/07/2020,260,21,281,1369,64,3,39
Sonoma,03/04/2020,6,24,,,2,3,15
San Benito,09/05/2021,1,0,1,25,1,0,0
Merced,13/05/2020,8,3,11,242,4,0,10
Calaveras,28/05/2020,1,0,1,50,1,0,10
Humboldt,16/05/2021,8,4,12,263,3,2,4
Amador,11/07/2021,0,0,0,53,0,0,3
Siskiyou,12/07/2020,2,0,2,65,0,0,6
Butte,16/06/2021,8,0,8,451,2,0,13
Humboldt,07/09/2020,1,1,2,269,1,1,3
Sonoma,04/08/2020,42,15,57,485,11,1,10
Madera,04/02/2021,34,5,39,278,11,0,0
Lake,19/06/2021,0,0,0,64,0,0,7
San Benito,26/05/2020,1,0,1,25,0,0,2
San Joaquin,27/02/2021,105,9,114,879,40,2,7
Imperial,29/03/2020,5,100,,,1,2,2
Stanislaus,29/03/2021,119,17,136,1292,25,0,25
Orange,16/08/2020,414,64,478,5716,132,17,209
Inyo,07/07/2021,0,0,0,29,0,0,2
Contra Costa,17/08/2021,224,15,239,1370,64,0,28
Mono,09/06/2021,0,0,0,17,0,0,2
Alameda,12/10/2020,61,45,106,2332,19,9,124
Santa Cruz,17/04/2020,2,3,,,1,2,6
Yuba,09/07/2020,16,1,17,445,3,0,8
Humboldt,25/07/2021,15,3,18,274,3,1,10
Santa Cruz,04/04/2020,4,6,,,3,0,7
Imperial,15/04/2020,21,13,,,7,4,2
Del Norte,25/07/2021,3,0,3,54,2,0,1
Santa Cruz,17/09/2020,18,0,18,276,2,0,10
Mono,20/09/2020,0,0,0,17,0,0,2
Stanislaus,12/09/2021,295,10,305,1375,71,2,15
San Diego,10/09/2020,232,53,285,6636,87,11,287
Calaveras,02/07/2020,0,3,3,50,0,2,9
Lake,30/04/2020,0,2,2,58,0,0,2
Inyo,20/09/2020,0,0,0,29,0,0,4
San Diego,02/10/2020,203,56,259,6784,77,10,278
Santa Clara,23/05/2021,51,8,59,2983,17,1,96
Amador,26/05/2020,0,0,0,51,0,0,3
Tehama,13/03/2021,5,0,5,59,1,0,4
Amador,15/09/2021,10,0,10,53,5,0,0
San Benito,11/12/2020,8,0,8,25,2,0,0
Mariposa,12/09/2020,0,0,0,19,0,0,0
Humboldt,22/10/2020,4,0,4,268,1,0,3
San Joaquin,11/06/2021,34,4,38,875,8,0,14
Placer,13/04/2020,18,9,,,5,3,10
Fresno,16/08/2021,314,14,328,1643,61,1,18
Yuba,09/11/2020,3,0,3,265,2,0,11
San Benito,15/07/2021,0,0,0,25,0,0,1
Kern,07/06/2020,83,24,107,1756,34,4,82
Modoc,25/11/2020,0,0,0,41,0,0,0
Kern,16/07/2020,245,28,273,1822,68,0,65
Siskiyou,03/10/2021,11,0,11,56,7,0,3
Tulare,01/11/2020,37,10,47,681,3,0,24
Placer,07/05/2020,8,23,31,753,2,3,38
Humboldt,11/03/2021,4,3,7,273,2,0,2
Santa Barbara,11/08/2021,46,2,48,612,12,1,31
Tehama,23/04/2020,0,0,0,106,0,0,4
Nevada,08/09/2020,2,0,2,124,1,0,4
Sonoma,15/04/2021,12,2,14,665,4,0,19
